airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Spicejet,1/05/2019,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,01/03/2019,Banglore,New Delhi,22:50:00,07:40:00,530,1.0,No info,26890
Jet Airways,9/03/2019,Delhi,Cochin,19:15:00,18:50:00,1415,1.0,In-flight meal not included,14053
Air India,03/03/2019,Banglore,New Delhi,19:10:00,10:35:00,925,2.0,No info,13355
Air Asia,3/04/2019,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No info,4107
Jet Airways,15/06/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No info,8016
Jet Airways,01/03/2019,Banglore,New Delhi,08:00:00,07:40:00,1420,1.0,No info,22270
Multiple Carriers,27/05/2019,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No info,11264
Jet Airways,9/06/2019,Delhi,Cochin,09:35:00,04:25:00,1130,2.0,No info,13292
Spicejet,1/05/2019,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,3597
Air India,21/05/2019,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No info,13039
Jet Airways,18/03/2019,Banglore,New Delhi,22:50:00,10:25:00,695,1.0,In-flight meal not included,11087
Indigo,21/05/2019,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5530
Indigo,21/05/2019,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No info,6794
Air India,18/05/2019,Kolkata,Banglore,09:25:00,17:20:00,1915,2.0,No info,13616
Spicejet,3/03/2019,Delhi,Cochin,16:35:00,22:50:00,375,1.0,No info,11726
Jet Airways,12/03/2019,Banglore,New Delhi,22:55:00,20:20:00,1285,1.0,In-flight meal not included,11087
Air Asia,9/06/2019,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,7120
Jet Airways,9/04/2019,Banglore,Delhi,15:50:00,18:45:00,175,0.0,No info,7229
Jet Airways,1/04/2019,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No info,13364
Air India,15/06/2019,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,3100
Spicejet,3/06/2019,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Jet Airways,12/06/2019,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,10262
Jet Airways,9/05/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,7229
Jet Airways,6/05/2019,Kolkata,Banglore,06:30:00,20:45:00,855,1.0,In-flight meal not included,9663
Indigo,27/06/2019,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No info,6496
Indigo,3/03/2019,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,6795
Jet Airways,9/06/2019,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10577
Jet Airways,27/05/2019,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Air Asia,1/04/2019,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No info,5192
Spicejet,21/05/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,3873
Jet Airways,12/03/2019,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No info,13817
Vistara,24/03/2019,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No info,6558
Air Asia,24/04/2019,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No info,4107
Spicejet,27/06/2019,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3573
Vistara,12/04/2019,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No info,5403
Jet Airways,27/06/2019,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Indigo,27/03/2019,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No info,8784
Vistara,1/05/2019,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No info,4668
Indigo,27/05/2019,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No info,6674
Indigo,1/03/2019,Chennai,Kolkata,14:40:00,17:05:00,145,0.0,No info,7295
Air India,18/06/2019,Banglore,Delhi,05:45:00,08:45:00,180,0.0,No info,6961
Jet Airways,6/05/2019,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,9663
Jet Airways,3/04/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,9/06/2019,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Multiple Carriers,12/06/2019,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,6795
Jet Airways,09/03/2019,Banglore,New Delhi,07:00:00,09:30:00,1590,1.0,In-flight meal not included,11087
Vistara,6/03/2019,Mumbai,Hyderabad,08:45:00,16:45:00,480,1.0,No info,12395
Multiple Carriers,9/03/2019,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,6916
Air India,27/06/2019,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No info,8907
Indigo,9/06/2019,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No info,6442
Spicejet,24/03/2019,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No info,4377
Jet Airways,3/05/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,7229
Jet Airways,06/03/2019,Banglore,New Delhi,08:00:00,19:10:00,670,1.0,No info,16736
Air India,9/06/2019,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,3100
Multiple Carriers,6/03/2019,Delhi,Cochin,09:45:00,22:20:00,755,1.0,No info,10276
Spicejet,24/04/2019,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,5583
Jet Airways,21/05/2019,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,12898
Air India,9/06/2019,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No info,6528
Air India,21/03/2019,Banglore,New Delhi,06:55:00,23:20:00,985,1.0,No info,6987
Air India,3/03/2019,Delhi,Cochin,19:00:00,07:40:00,760,1.0,No info,14777
Multiple Carriers,21/05/2019,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No info,14277
Jet Airways,12/05/2019,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,No info,13067
Jet Airways,6/06/2019,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,In-flight meal not included,11992
Jet Airways,6/03/2019,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,In-flight meal not included,16389
Air India,12/03/2019,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,5747
Jet Airways,9/06/2019,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10577
Air India,18/03/2019,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No info,4405
Spicejet,6/06/2019,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,5583
Jet Airways,21/05/2019,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,15129
Jet Airways,12/05/2019,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No info,13941
Jet Airways,15/05/2019,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844
Indigo,6/06/2019,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No info,6838
Vistara,1/05/2019,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Spicejet,24/03/2019,Kolkata,Banglore,15:05:00,20:45:00,340,1.0,No info,6197
Indigo,3/06/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,6104
Multiple Carriers,21/03/2019,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,7618
Indigo,6/06/2019,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No info,6093
Air India,9/03/2019,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5831
Jet Airways,12/03/2019,Banglore,New Delhi,22:55:00,18:25:00,1170,1.0,In-flight meal not included,11087
Air India,18/03/2019,Banglore,New Delhi,17:25:00,23:25:00,1800,2.0,No info,11518
Jet Airways,12/06/2019,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,9899
Indigo,9/05/2019,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No info,3540
Indigo,1/06/2019,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No info,3540
Jet Airways,6/06/2019,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No info,12692
Indigo,27/03/2019,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4148
Air India,9/06/2019,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,10651
Jet Airways,12/03/2019,Banglore,New Delhi,20:35:00,19:10:00,1355,1.0,In-flight meal not included,11087
Indigo,6/06/2019,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3597
Air Asia,1/04/2019,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4107
Jet Airways,9/03/2019,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,14053
Spicejet,27/05/2019,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Indigo,27/06/2019,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No info,4804
Jet Airways,18/05/2019,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,No info,14151
Vistara,12/05/2019,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Multiple Carriers,21/05/2019,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,10711
Jet Airways,1/05/2019,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No info,11467
Air India,12/06/2019,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No info,12224
Multiple Carriers,18/05/2019,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No info,11188
Indigo,15/05/2019,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No info,6979
Jet Airways,24/05/2019,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Air Asia,27/03/2019,Delhi,Cochin,20:10:00,07:10:00,660,1.0,No info,6151
Indigo,24/06/2019,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,5000
Jet Airways,6/05/2019,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No info,12121
Jet Airways,18/03/2019,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,No info,12284
Vistara,21/03/2019,Banglore,New Delhi,06:40:00,21:55:00,915,1.0,No info,6065
Jet Airways,1/05/2019,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,No info,11467
Indigo,6/03/2019,Delhi,Cochin,11:55:00,22:20:00,625,1.0,No info,6442
Vistara,6/05/2019,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Spicejet,27/03/2019,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4414
Spicejet,1/04/2019,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Vistara,3/06/2019,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4668
Jet Airways,15/05/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4030
Indigo,15/03/2019,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No info,6144
Jet Airways,24/05/2019,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,In-flight meal not included,8586
Air India,6/03/2019,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,5462
Spicejet,6/05/2019,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,4174
Jet Airways,6/03/2019,Mumbai,Hyderabad,17:15:00,16:50:00,1415,2.0,No info,22950
Jet Airways,9/04/2019,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No info,9483
Jet Airways,24/05/2019,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,10844
Indigo,6/04/2019,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No info,3480
Air India,15/03/2019,Banglore,New Delhi,05:50:00,23:45:00,1075,2.0,No info,7664
Indigo,6/04/2019,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No info,4268
Spicejet,24/05/2019,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Multiple Carriers,27/06/2019,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,14848
Spicejet,24/03/2019,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No check-in baggage included,6205
Vistara,03/03/2019,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No info,11793
Multiple Carriers,27/05/2019,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No info,6795
Air India,12/05/2019,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No info,10676
Indigo,21/03/2019,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4148
Air India,27/03/2019,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No info,8665
Jet Airways,12/06/2019,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8529
Indigo,15/03/2019,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No info,8855
Air India,12/03/2019,Mumbai,Hyderabad,05:05:00,16:55:00,710,2.0,No info,16172
Air India,12/05/2019,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,12140
Jet Airways,9/06/2019,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,In-flight meal not included,10539
Vistara,18/05/2019,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,4668
Vistara,18/06/2019,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Indigo,3/04/2019,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,4744
Indigo,12/06/2019,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No info,6147
Vistara,24/05/2019,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No info,9555
Jet Airways,6/05/2019,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No info,13067
Air India,09/03/2019,Banglore,New Delhi,22:00:00,23:20:00,1520,1.0,No info,8425
Spicejet,6/05/2019,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No info,3971
Indigo,27/03/2019,Delhi,Cochin,06:40:00,21:20:00,880,2.0,No info,6494
Spicejet,9/06/2019,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No info,8479
Multiple Carriers,9/05/2019,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,11142
Jet Airways,3/03/2019,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,In-flight meal not included,4050
Jet Airways,9/05/2019,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,In-flight meal not included,10844
Indigo,9/05/2019,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,3943
Air India,24/03/2019,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No info,11774
Jet Airways,15/06/2019,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Air India,3/06/2019,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No info,8669
Goair,12/04/2019,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No info,6722
Jet Airways,12/04/2019,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5198
Multiple Carriers,21/03/2019,Delhi,Cochin,10:20:00,01:35:00,915,1.0,No info,7695
Vistara,1/05/2019,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Air India,21/05/2019,Kolkata,Banglore,14:30:00,08:55:00,1105,2.0,No info,15107
Vistara,24/05/2019,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,9345
Jet Airways,6/06/2019,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,14714
Jet Airways,06/03/2019,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,No info,16736
Goair,27/03/2019,Delhi,Cochin,07:00:00,12:50:00,350,1.0,No info,5281
Jet Airways,9/05/2019,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,11507
Jet Airways,15/06/2019,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Jet Airways,18/05/2019,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Multiple Carriers,6/03/2019,Delhi,Cochin,07:00:00,15:30:00,510,1.0,No info,15603
Spicejet,27/04/2019,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Multiple Carriers,9/06/2019,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,13377
Jet Airways,9/06/2019,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No info,14939
Indigo,1/06/2019,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No info,6842
Air Asia,12/05/2019,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No info,5192
Jet Airways,21/05/2019,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No info,14388
Indigo,18/05/2019,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No info,7640
Air India,6/06/2019,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No info,13007
Jet Airways,15/06/2019,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No info,18804
Air India,1/04/2019,Kolkata,Banglore,19:00:00,09:50:00,890,1.0,No info,4227
Jet Airways,15/05/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,18/05/2019,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Spicejet,6/04/2019,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4319
Jet Airways,12/03/2019,Banglore,New Delhi,08:00:00,21:20:00,800,1.0,No info,13817
Jet Airways,6/06/2019,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Air India,1/05/2019,Kolkata,Banglore,20:30:00,13:45:00,1035,2.0,No info,15164
Jet Airways,24/03/2019,Kolkata,Banglore,16:55:00,09:15:00,980,1.0,In-flight meal not included,11134
Spicejet,24/03/2019,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3807
Indigo,15/06/2019,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3597
Vistara,1/04/2019,Kolkata,Banglore,20:20:00,23:25:00,1625,1.0,No info,7927
Jet Airways,9/06/2019,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No info,13014
Jet Airways,24/06/2019,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,10262
Indigo,3/03/2019,Delhi,Cochin,06:40:00,22:20:00,940,1.0,No info,11600
Jet Airways,3/06/2019,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262
Jet Airways,15/06/2019,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,10262
Jet Airways,6/05/2019,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,No info,13067
Indigo,18/05/2019,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No info,6818
Air India,9/05/2019,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No info,9653
Jet Airways,6/05/2019,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No info,7229
Multiple Carriers,24/06/2019,Delhi,Cochin,12:50:00,19:15:00,385,1.0,In-flight meal not included,7268
Air India,9/06/2019,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,7384
Jet Airways,24/03/2019,Kolkata,Banglore,13:55:00,20:40:00,405,1.0,In-flight meal not included,11134
Air India,9/05/2019,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,8372
Air India,24/04/2019,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No info,6121
Air India,9/05/2019,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No info,13538
Jet Airways,3/06/2019,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,In-flight meal not included,11507
Indigo,3/03/2019,Delhi,Cochin,08:25:00,15:30:00,425,1.0,No info,14871
Indigo,3/04/2019,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,3175
Jet Airways,27/06/2019,Delhi,Cochin,12:15:00,19:00:00,1845,2.0,No info,14300
Air India,18/05/2019,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,8361
Air India,21/05/2019,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,No info,8891
