airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,24/05/2019,Banglore,Delhi,15:15,18:10:00,175.0,0.0,In-flight meal not included,4544
Jet Airways,24/05/2019,Kolkata,Banglore,20:00,09:20:00,800.0,1.0,No info,14571
Air Asia,9/05/2019,Banglore,Delhi,11:10,13:55:00,165.0,0.0,No info,3383
Jet Airways,6/06/2019,Delhi,Cochin,05:30,12:35:00,425.0,2.0,In-flight meal not included,13344
Goair,27/03/2019,Delhi,Cochin,14:10,19:20:00,310.0,1.0,No info,10188
Multiple Carriers,24/06/2019,Delhi,Cochin,04:55,19:15:00,860.0,1.0,No info,7155
Jet Airways,9/05/2019,Kolkata,Banglore,14:05,04:40:00,875.0,1.0,In-flight meal not included,8586
Jet Airways,21/03/2019,Banglore,New Delhi,20:35,07:40:00,665.0,1.0,In-flight meal not included,7832
Indigo,18/05/2019,Delhi,Cochin,14:25,17:40:00,195.0,0.0,No info,6015
Air India,6/06/2019,Delhi,Cochin,06:50,07:40:00,1490.0,2.0,No info,13381
Indigo,9/03/2019,Chennai,Kolkata,19:35,21:55:00,140.0,0.0,No info,6297
Indigo,18/05/2019,Chennai,Kolkata,07:55,10:15:00,140.0,0.0,No info,3850
Jet Airways,18/05/2019,Kolkata,Banglore,18:55,18:15:00,1400.0,1.0,In-flight meal not included,10844
Jet Airways,24/05/2019,Kolkata,Banglore,20:00,08:15:00,735.0,1.0,In-flight meal not included,8586
Jet Airways,6/06/2019,Delhi,Cochin,14:00,04:25:00,865.0,1.0,In-flight meal not included,10262
Indigo,15/05/2019,Delhi,Cochin,17:30,01:30:00,480.0,1.0,No info,6979
Indigo,9/05/2019,Kolkata,Banglore,04:40,07:15:00,155.0,0.0,No info,4804
Jet Airways,12/05/2019,Kolkata,Banglore,06:30,19:50:00,800.0,1.0,No info,13941
Jet Airways,24/06/2019,Delhi,Cochin,22:50,04:25:00,335.0,1.0,No info,14714
Vistara,18/03/2019,Chennai,Kolkata,07:05,09:20:00,135.0,0.0,No info,4842
Jet Airways,12/03/2019,Banglore,New Delhi,22:55,15:15:00,980.0,1.0,No info,13817
Air India,21/05/2019,Kolkata,Banglore,12:00,07:55:00,1195.0,2.0,No info,10676
Jet Airways,1/05/2019,Kolkata,Banglore,21:10,08:15:00,665.0,1.0,In-flight meal not included,10844
Multiple Carriers,27/05/2019,Delhi,Cochin,07:30,19:00:00,690.0,1.0,No info,11264
Vistara,1/06/2019,Banglore,Delhi,17:00,19:35:00,155.0,0.0,No info,4878
Indigo,18/04/2019,Kolkata,Banglore,11:30,14:05:00,155.0,0.0,No info,5224
Air India,18/05/2019,Banglore,Delhi,13:20,16:10:00,170.0,0.0,No info,6121
Jet Airways,6/04/2019,Delhi,Cochin,11:30,12:35:00,1505.0,1.0,In-flight meal not included,5177
Jet Airways,18/05/2019,Delhi,Cochin,19:10,12:35:00,1045.0,2.0,No info,15129
Indigo,9/04/2019,Kolkata,Banglore,22:15,00:50:00,155.0,0.0,No info,4174
Indigo,27/03/2019,Delhi,Cochin,02:35,08:30:00,355.0,1.0,No info,7731
Air India,6/03/2019,Delhi,Cochin,17:20,09:25:00,965.0,1.0,No info,12677
Spicejet,9/06/2019,Mumbai,Hyderabad,22:45,00:15:00,90.0,0.0,No check-in baggage included,1965
Air Asia,6/06/2019,Delhi,Cochin,16:45,22:25:00,340.0,1.0,No info,11410
Jet Airways,9/05/2019,Delhi,Cochin,15:00,04:25:00,805.0,1.0,In-flight meal not included,12373
Jet Airways,21/03/2019,Banglore,New Delhi,14:05,21:20:00,435.0,1.0,In-flight meal not included,7832
Indigo,24/05/2019,Kolkata,Banglore,08:10,13:00:00,290.0,1.0,No info,5069
Multiple Carriers,21/03/2019,Delhi,Cochin,08:55,21:00:00,725.0,1.0,No info,9845
Indigo,21/06/2019,Banglore,Delhi,21:15,00:15:00,180.0,0.0,No info,3943
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,19:50:00,800.0,1.0,In-flight meal not included,10844
Multiple Carriers,9/04/2019,Delhi,Cochin,17:00,01:30:00,510.0,1.0,No info,6838
Air India,21/03/2019,Delhi,Cochin,20:30,23:00:00,1590.0,1.0,No info,5704
Multiple Carriers,9/06/2019,Delhi,Cochin,15:15,01:30:00,615.0,1.0,No info,6795
Indigo,15/03/2019,Kolkata,Banglore,09:35,12:20:00,165.0,0.0,No info,4148
Jet Airways,1/05/2019,Kolkata,Banglore,16:30,10:05:00,1055.0,1.0,In-flight meal not included,8586
Air Asia,09/03/2019,Banglore,New Delhi,23:25,02:10:00,165.0,0.0,No info,4482
Jet Airways,18/05/2019,Delhi,Cochin,23:05,04:25:00,1760.0,2.0,No info,16704
Goair,21/05/2019,Delhi,Cochin,07:00,12:55:00,355.0,1.0,No info,6633
Air India,1/06/2019,Delhi,Cochin,22:00,19:15:00,1275.0,2.0,No info,10441
Indigo,3/06/2019,Delhi,Cochin,02:00,07:45:00,345.0,1.0,No info,6386
Jet Airways,9/05/2019,Delhi,Cochin,11:00,14:15:00,195.0,0.0,No info,9564
Spicejet,9/04/2019,Kolkata,Banglore,09:00,11:25:00,145.0,0.0,No info,3873
Vistara,03/03/2019,Banglore,New Delhi,11:30,14:10:00,160.0,0.0,No info,8028
Spicejet,24/03/2019,Banglore,New Delhi,09:35,12:30:00,175.0,0.0,No info,4377
Multiple Carriers,21/05/2019,Delhi,Cochin,13:00,21:00:00,480.0,1.0,No info,7888
Jet Airways,24/06/2019,Mumbai,Hyderabad,19:35,21:05:00,90.0,0.0,No info,5678
Spicejet,27/04/2019,Banglore,Delhi,09:30,12:20:00,170.0,0.0,No check-in baggage included,4885
Jet Airways,27/05/2019,Delhi,Cochin,09:40,12:35:00,1615.0,2.0,No info,15129
Indigo,1/05/2019,Chennai,Kolkata,14:45,17:05:00,140.0,0.0,No info,3597
Multiple Carriers,9/06/2019,Delhi,Cochin,13:00,01:30:00,750.0,1.0,No info,7198
Jet Airways,18/05/2019,Delhi,Cochin,11:00,14:15:00,195.0,0.0,In-flight meal not included,7202
Spicejet,27/03/2019,Chennai,Kolkata,09:30,12:05:00,155.0,0.0,No check-in baggage included,3332
Indigo,3/04/2019,Delhi,Cochin,02:00,07:25:00,325.0,1.0,No info,4744
Jet Airways,6/03/2019,Delhi,Cochin,15:05,04:25:00,800.0,1.0,No info,15764
Indigo,15/05/2019,Chennai,Kolkata,19:35,21:55:00,140.0,0.0,No info,3597
Jet Airways,21/03/2019,Delhi,Cochin,02:15,04:25:00,1570.0,1.0,In-flight meal not included,7438
Air India,9/06/2019,Mumbai,Hyderabad,21:05,22:25:00,80.0,0.0,No info,3100
Spicejet,24/03/2019,Banglore,New Delhi,20:30,23:20:00,170.0,0.0,No check-in baggage included,5469
Jet Airways,27/03/2019,Delhi,Cochin,05:25,04:25:00,1380.0,2.0,No info,11664
Indigo,18/04/2019,Banglore,Delhi,18:55,21:50:00,175.0,0.0,No info,5780
Jet Airways,9/05/2019,Kolkata,Banglore,17:00,10:55:00,1075.0,1.0,In-flight meal not included,8066
Indigo,3/05/2019,Banglore,Delhi,01:30,04:15:00,165.0,0.0,No info,3943
Multiple Carriers,21/05/2019,Delhi,Cochin,12:50,19:15:00,385.0,1.0,No info,8266
Jet Airways,3/04/2019,Banglore,Delhi,11:10,14:05:00,175.0,0.0,No info,7229
Air Asia,24/04/2019,Delhi,Cochin,16:45,22:25:00,340.0,1.0,No info,6152
Jet Airways,1/06/2019,Delhi,Cochin,20:55,12:35:00,940.0,1.0,In-flight meal not included,10262
Multiple Carriers,27/06/2019,Delhi,Cochin,11:40,19:15:00,455.0,1.0,In-flight meal not included,7268
Jet Airways,6/05/2019,Kolkata,Banglore,20:00,10:05:00,845.0,1.0,In-flight meal not included,9663
Air India,1/06/2019,Mumbai,Hyderabad,19:30,20:45:00,75.0,0.0,No info,3100
Jet Airways,24/06/2019,Delhi,Cochin,22:50,12:35:00,825.0,1.0,In-flight meal not included,10262
Jet Airways,1/04/2019,Kolkata,Banglore,08:25,18:15:00,590.0,1.0,No info,12681
Jet Airways,9/06/2019,Kolkata,Banglore,20:00,09:20:00,800.0,1.0,In-flight meal not included,11841
Air India,6/06/2019,Kolkata,Banglore,09:25,01:20:00,955.0,2.0,No info,11458
Vistara,6/03/2019,Mumbai,Hyderabad,21:55,16:45:00,1130.0,1.0,No info,12395
Jet Airways,3/06/2019,Delhi,Cochin,05:30,19:00:00,810.0,2.0,In-flight meal not included,10368
Multiple Carriers,27/03/2019,Delhi,Cochin,15:05,01:35:00,630.0,1.0,No info,12327
Indigo,1/05/2019,Kolkata,Banglore,07:10,12:40:00,330.0,1.0,No info,6111
Air India,21/05/2019,Delhi,Cochin,20:00,19:15:00,1395.0,2.0,No info,10861
Multiple Carriers,27/06/2019,Delhi,Cochin,15:05,01:30:00,625.0,2.0,No info,15965
Indigo,27/03/2019,Delhi,Cochin,02:05,07:25:00,320.0,1.0,No info,4744
Air India,3/06/2019,Delhi,Cochin,17:40,09:35:00,955.0,1.0,No info,7258
Indigo,6/03/2019,Delhi,Cochin,02:00,07:45:00,345.0,1.0,No info,8025
Indigo,15/05/2019,Delhi,Cochin,09:15,21:00:00,705.0,1.0,No info,7503
Jet Airways,27/03/2019,Delhi,Cochin,06:20,19:45:00,2245.0,2.0,No info,12273
Jet Airways,6/05/2019,Kolkata,Banglore,17:00,19:10:00,1570.0,1.0,No info,13067
Jet Airways,12/06/2019,Delhi,Cochin,07:05,12:35:00,330.0,1.0,No info,16289
Jet Airways,21/05/2019,Delhi,Cochin,11:30,19:00:00,450.0,1.0,No info,16079
Multiple Carriers,1/03/2019,Delhi,Cochin,12:50,19:15:00,385.0,1.0,No info,36983
Air India,3/06/2019,Delhi,Cochin,12:20,19:15:00,1855.0,2.0,No info,12488
Air India,24/05/2019,Kolkata,Banglore,09:10,11:05:00,1555.0,2.0,No info,6117
Jet Airways,12/05/2019,Kolkata,Banglore,16:30,09:20:00,1010.0,1.0,In-flight meal not included,9663
Spicejet,27/06/2019,Kolkata,Banglore,06:55,09:30:00,155.0,0.0,No info,3873
Air India,24/06/2019,Delhi,Cochin,17:20,09:25:00,965.0,1.0,No info,7480
Indigo,15/06/2019,Delhi,Cochin,23:30,04:35:00,305.0,1.0,No info,10112
Multiple Carriers,9/04/2019,Delhi,Cochin,08:30,19:00:00,630.0,1.0,No info,10877
Indigo,27/06/2019,Delhi,Cochin,16:00,01:30:00,570.0,1.0,No info,6316
Indigo,21/03/2019,Delhi,Cochin,06:40,12:00:00,320.0,1.0,No info,5761
Indigo,15/05/2019,Delhi,Cochin,16:10,22:30:00,380.0,1.0,No info,6412
Goair,24/06/2019,Banglore,Delhi,11:40,14:30:00,170.0,0.0,No info,3898
Multiple Carriers,3/06/2019,Delhi,Cochin,07:30,19:15:00,705.0,1.0,No info,7354
Spicejet,15/03/2019,Kolkata,Banglore,09:00,11:30:00,150.0,0.0,No check-in baggage included,3815
Air India,12/03/2019,Mumbai,Hyderabad,06:00,11:55:00,1795.0,2.0,No info,12854
Air India,1/04/2019,Delhi,Cochin,05:10,08:00:00,170.0,0.0,No info,4729
Jet Airways,1/05/2019,Kolkata,Banglore,06:30,12:00:00,330.0,1.0,No info,14388
Air India,12/03/2019,Mumbai,Hyderabad,21:00,19:25:00,1345.0,1.0,No info,10943
Air India,24/05/2019,Kolkata,Banglore,12:00,21:50:00,590.0,2.0,No info,9941
Spicejet,27/03/2019,Chennai,Kolkata,17:45,20:05:00,140.0,0.0,No info,3384
Air India,15/05/2019,Kolkata,Banglore,12:00,07:55:00,1195.0,2.0,No info,9941
Multiple Carriers,1/06/2019,Delhi,Cochin,17:50,01:30:00,460.0,2.0,No info,18485
Air India,21/03/2019,Delhi,Cochin,08:00,19:15:00,675.0,1.0,No info,7199
Air India,18/05/2019,Delhi,Cochin,10:55,19:15:00,500.0,2.0,No info,13486
Jet Airways,24/06/2019,Mumbai,Hyderabad,08:45,10:15:00,90.0,0.0,In-flight meal not included,4995
Multiple Carriers,21/05/2019,Delhi,Cochin,06:40,19:15:00,755.0,1.0,No info,7787
Air Asia,12/05/2019,Kolkata,Banglore,19:55,22:25:00,150.0,0.0,No info,5530
Multiple Carriers,6/05/2019,Delhi,Cochin,07:30,19:00:00,690.0,1.0,No info,10529
Multiple Carriers,18/05/2019,Delhi,Cochin,09:45,22:30:00,765.0,1.0,No info,10348
Indigo,9/05/2019,Delhi,Cochin,04:55,21:00:00,965.0,1.0,No info,6979
Multiple Carriers,24/06/2019,Delhi,Cochin,07:10,16:10:00,540.0,1.0,No info,6723
Spicejet,09/03/2019,Banglore,New Delhi,10:20,18:15:00,475.0,1.0,No info,7294
Jet Airways,1/03/2019,Mumbai,Hyderabad,10:20,11:50:00,90.0,0.0,No info,10875
Jet Airways,21/06/2019,Delhi,Cochin,11:00,14:15:00,195.0,0.0,In-flight meal not included,4256
Air India,24/03/2019,Kolkata,Banglore,16:50,18:30:00,1540.0,1.0,No info,14641
Indigo,15/05/2019,Delhi,Cochin,06:50,16:10:00,560.0,1.0,No info,6442
Air India,9/06/2019,Delhi,Cochin,05:55,07:40:00,1545.0,2.0,No info,10493
Jet Airways,27/06/2019,Delhi,Cochin,05:30,19:00:00,810.0,2.0,In-flight meal not included,11507
Jet Airways,21/03/2019,Mumbai,Hyderabad,07:10,08:35:00,85.0,0.0,No info,8040
Jet Airways,06/03/2019,Banglore,New Delhi,08:55,16:10:00,435.0,1.0,No info,19225
Indigo,09/03/2019,Banglore,New Delhi,19:30,00:40:00,310.0,1.0,No info,7280
Indigo,03/03/2019,Banglore,New Delhi,07:10,10:05:00,175.0,0.0,No info,7648
Air India,21/03/2019,Delhi,Cochin,06:10,23:00:00,1010.0,1.0,No info,5704
Air India,3/06/2019,Kolkata,Banglore,20:45,23:20:00,155.0,0.0,No info,4145
Jet Airways,9/03/2019,Mumbai,Hyderabad,19:40,21:10:00,90.0,0.0,In-flight meal not included,4050
Jet Airways,27/03/2019,Delhi,Cochin,19:10,19:45:00,1475.0,2.0,No info,9483
Vistara,1/04/2019,Kolkata,Banglore,20:20,23:25:00,1625.0,1.0,No info,7927
Air India,24/06/2019,Delhi,Cochin,10:00,19:15:00,555.0,1.0,No info,9194
Air India,18/05/2019,Kolkata,Banglore,19:00,11:05:00,965.0,1.0,No info,6327
Jet Airways,06/03/2019,Banglore,New Delhi,05:45,10:25:00,280.0,1.0,No info,19225
Vistara,21/05/2019,Delhi,Cochin,06:00,09:10:00,190.0,0.0,No info,6741
Jet Airways,15/06/2019,Delhi,Cochin,19:15,12:35:00,1040.0,1.0,In-flight meal not included,10262
Indigo,15/05/2019,Delhi,Cochin,06:50,22:30:00,940.0,1.0,No info,6442
Indigo,15/04/2019,Banglore,Delhi,04:00,06:50:00,170.0,0.0,No info,4423
Air India,21/05/2019,Kolkata,Banglore,09:25,21:50:00,745.0,1.0,No info,8366
Spicejet,9/05/2019,Banglore,Delhi,21:10,00:05:00,175.0,0.0,No check-in baggage included,4319
Indigo,27/05/2019,Banglore,Delhi,04:00,06:50:00,170.0,0.0,No info,3943
Multiple Carriers,9/05/2019,Delhi,Cochin,08:30,19:00:00,630.0,1.0,No info,9627
Air India,27/05/2019,Delhi,Cochin,10:00,19:15:00,555.0,1.0,No info,12029
Jet Airways,1/05/2019,Banglore,Delhi,17:45,20:45:00,180.0,0.0,In-flight meal not included,4030
Jet Airways,6/05/2019,Kolkata,Banglore,06:30,19:50:00,800.0,1.0,No info,14781
Vistara,15/05/2019,Kolkata,Banglore,17:00,23:25:00,385.0,1.0,No info,9345
Jet Airways,21/05/2019,Mumbai,Hyderabad,10:20,11:50:00,90.0,0.0,In-flight meal not included,4995
Multiple Carriers,9/05/2019,Delhi,Cochin,11:30,19:15:00,465.0,1.0,No info,14323
Jet Airways,01/03/2019,Banglore,New Delhi,11:40,05:05:00,1045.0,1.0,No info,22270
Multiple Carriers,21/03/2019,Delhi,Cochin,11:40,18:50:00,430.0,1.0,No info,11999
Jet Airways,12/03/2019,Banglore,New Delhi,18:55,11:25:00,990.0,1.0,In-flight meal not included,11087
Air India,15/06/2019,Banglore,Delhi,21:05,23:55:00,170.0,0.0,No info,5228
Spicejet,15/03/2019,Chennai,Kolkata,17:45,20:05:00,140.0,0.0,No info,6300
Jet Airways,9/06/2019,Kolkata,Banglore,17:00,10:55:00,1075.0,1.0,No info,14151
Jet Airways,3/06/2019,Delhi,Cochin,16:00,04:25:00,745.0,1.0,No info,14714
Indigo,9/03/2019,Kolkata,Banglore,10:10,12:55:00,165.0,0.0,No info,4462
Jet Airways,27/06/2019,Delhi,Cochin,18:20,19:00:00,1480.0,2.0,No info,14300
Air India,27/03/2019,Delhi,Cochin,07:05,09:25:00,1580.0,2.0,No info,6565
Multiple Carriers,1/06/2019,Delhi,Cochin,11:25,19:15:00,470.0,1.0,No info,8937
Jet Airways,24/06/2019,Delhi,Cochin,23:05,04:25:00,1760.0,2.0,No info,12819
Jet Airways,15/03/2019,Mumbai,Hyderabad,19:35,21:05:00,90.0,0.0,In-flight meal not included,2759
Jet Airways,12/03/2019,Banglore,New Delhi,22:55,20:20:00,1285.0,1.0,In-flight meal not included,11087
Air India,9/06/2019,Delhi,Cochin,20:15,19:15:00,1380.0,2.0,No info,13381
Multiple Carriers,15/06/2019,Delhi,Cochin,10:00,19:00:00,540.0,1.0,No info,13504
Multiple Carriers,18/05/2019,Delhi,Cochin,06:00,19:00:00,780.0,1.0,No info,9794
Jet Airways,06/03/2019,Banglore,New Delhi,05:45,18:25:00,760.0,1.0,No info,16736
Spicejet,27/04/2019,Banglore,Delhi,09:30,12:20:00,170.0,0.0,No info,4991
Jet Airways,12/06/2019,Kolkata,Banglore,09:35,21:05:00,690.0,1.0,No info,12692
Air India,21/03/2019,Delhi,Cochin,18:30,19:15:00,1485.0,2.0,No info,10703
Jet Airways,6/03/2019,Delhi,Cochin,22:20,04:25:00,365.0,1.0,In-flight meal not included,12583
Air India,21/05/2019,Banglore,Delhi,10:00,12:45:00,165.0,0.0,No info,6961
Jet Airways,1/05/2019,Kolkata,Banglore,08:25,18:15:00,590.0,1.0,In-flight meal not included,10844
Jet Airways,3/06/2019,Delhi,Cochin,22:50,12:35:00,825.0,1.0,No info,14714
Multiple Carriers,9/05/2019,Delhi,Cochin,06:00,19:15:00,795.0,1.0,No info,8266
Jet Airways,21/05/2019,Delhi,Cochin,13:00,19:00:00,360.0,1.0,No info,16079
Vistara,09/03/2019,Banglore,New Delhi,06:40,10:25:00,1665.0,1.0,No info,10008
Indigo,6/06/2019,Delhi,Cochin,07:15,12:30:00,315.0,1.0,No info,6582
Indigo,9/06/2019,Chennai,Kolkata,13:15,15:35:00,140.0,0.0,No info,3597
Indigo,3/04/2019,Mumbai,Hyderabad,06:25,07:55:00,90.0,0.0,No info,4049
Indigo,6/06/2019,Delhi,Cochin,09:15,01:30:00,975.0,1.0,No info,6628
Indigo,1/04/2019,Banglore,Delhi,01:30,04:15:00,165.0,0.0,No info,4423
Jet Airways,18/05/2019,Delhi,Cochin,20:55,19:00:00,1325.0,1.0,In-flight meal not included,12373
Indigo,15/03/2019,Mumbai,Hyderabad,21:20,22:45:00,85.0,0.0,No info,2754
Indigo,24/06/2019,Delhi,Cochin,14:20,17:35:00,195.0,0.0,No info,5000
Air India,1/04/2019,Kolkata,Banglore,16:50,07:55:00,905.0,1.0,No info,7893
Indigo,3/03/2019,Mumbai,Hyderabad,12:00,13:25:00,85.0,0.0,No info,5755
Spicejet,9/04/2019,Banglore,Delhi,05:55,08:35:00,160.0,0.0,No info,3971
Jet Airways,15/06/2019,Delhi,Cochin,22:50,12:35:00,825.0,1.0,In-flight meal not included,10262
Jet Airways,27/06/2019,Delhi,Cochin,21:50,04:25:00,395.0,1.0,In-flight meal not included,12898
Jet Airways,1/04/2019,Kolkata,Banglore,06:30,08:15:00,1545.0,1.0,In-flight meal not included,7064
Jet Airways,9/06/2019,Kolkata,Banglore,09:35,10:55:00,1520.0,1.0,No info,14151
Air India,1/04/2019,Kolkata,Banglore,05:50,23:15:00,1045.0,2.0,No info,11516
Jet Airways,06/03/2019,Banglore,New Delhi,21:25,05:05:00,460.0,1.0,No info,19225
Jet Airways,15/06/2019,Banglore,Delhi,15:15,18:10:00,175.0,0.0,No info,8016
Jet Airways,12/03/2019,Banglore,New Delhi,18:55,10:25:00,930.0,1.0,No info,13817
Goair,15/06/2019,Banglore,Delhi,11:40,14:30:00,170.0,0.0,No info,3898
Jet Airways,15/04/2019,Delhi,Cochin,11:30,19:00:00,450.0,1.0,In-flight meal not included,6542
Vistara,9/05/2019,Kolkata,Banglore,07:10,18:50:00,700.0,1.0,No info,8610
Multiple Carriers,6/06/2019,Delhi,Cochin,10:00,01:30:00,930.0,1.0,No info,13377
Jet Airways,1/05/2019,Kolkata,Banglore,09:35,09:45:00,1450.0,1.0,In-flight meal not included,9314
Air India,3/04/2019,Banglore,Delhi,17:00,19:45:00,165.0,0.0,No info,5176
Indigo,12/04/2019,Kolkata,Banglore,11:30,14:05:00,155.0,0.0,No info,4174
Vistara,1/05/2019,Kolkata,Banglore,20:20,20:20:00,1440.0,1.0,No info,8610
Indigo,9/06/2019,Mumbai,Hyderabad,12:00,13:30:00,90.0,0.0,No info,2754
Jet Airways,24/05/2019,Banglore,Delhi,08:20,11:20:00,180.0,0.0,No info,7229
Jet Airways,27/06/2019,Delhi,Cochin,19:10,12:35:00,1045.0,2.0,No info,15339
Jet Airways,9/06/2019,Kolkata,Banglore,18:55,16:20:00,1285.0,1.0,No info,14571
Jet Airways,9/04/2019,Delhi,Cochin,20:55,12:35:00,940.0,1.0,No info,11822
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,16:20:00,590.0,1.0,In-flight meal not included,8586
Indigo,18/06/2019,Banglore,Delhi,05:30,08:20:00,170.0,0.0,No info,3943
Indigo,1/05/2019,Chennai,Kolkata,11:35,14:00:00,145.0,0.0,No info,4332
Multiple Carriers,6/03/2019,Delhi,Cochin,17:30,01:35:00,485.0,1.0,No info,17057
